"","transcriptid","loglikelihoodratio","lnlNull","muNull","p0Null","p1Null","lnlAlt","muAlt","omega0Alt","omega2Alt","p0Alt","p1Alt","p2Alt","pval","isfdrsignificant"
"refGene.NM_018158.1.inc","refGene.NM_018158.1.inc",0.479358,-4628.035582,9.299755,0.801515,0.198486,-4627.556224,9.261346,0.05954721,3.003782,0.7682108,0.1847617,-1,0.163755296402445,0
"refGene.NM_018163.1","refGene.NM_018163.1",0,-2047.571981,5.966029,0.892275,0.107725,-2047.571981,5.966031,0.08629828,1,0.871862,0.1052599,-1,1,0
"refGene.NM_018176.1","refGene.NM_018176.1",0,-3472.022138,9.038468,1,5.6898e-08,-3472.022138,9.038468,0.02305362,1,0.9943423,5.65761e-08,-1,1,0
"refGene.NM_018177.1","refGene.NM_018177.1",0,-15242.472697,10.10549,0.742283,0.257717,-15242.472697,10.10548,0.11637,1,0.6819673,0.2367788,-1,1,0
"refGene.NM_018178.1","refGene.NM_018178.1",3.870114,-1825.075726,6.687583,0.980402,0.0195978,-1821.205612,6.505077,0.05844491,1475.287,0.990579,9.420862e-08,-1,0.00270019909057984,0
"refGene.NM_018180.1","refGene.NM_018180.1",0.000132,-5624.200721,11.26219,0.943459,0.0565409,-5624.200589,11.26371,0.0749315,1,0.9436167,0.05637467,-1,0.493518240384249,0
"refGene.NM_018184.1","refGene.NM_018184.1",0,-994.193267,4.48688,1,1e-11,-994.193267,4.48688,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_018190.1.inc","refGene.NM_018190.1.inc",0,-3678.103771,9.492296,0.951772,0.0482278,-3678.103771,9.492296,0.0400972,1,0.9517563,0.04822696,-1,1,0
"refGene.NM_018191.1","refGene.NM_018191.1",0.000851,-3472.722486,8.508901,0.977281,0.0227187,-3472.721634,8.508989,0.03002659,1,0.9772702,0.0227243,-1,0.483546182998173,0
"refGene.NM_018192.1.inc","refGene.NM_018192.1.inc",0.061344,-4135.39877,9.719009,0.96017,0.0398298,-4135.337426,9.707231,0.05322887,1.924728,0.93196,0.03796532,-1,0.363068613358912,0
"refGene.NM_018195.1","refGene.NM_018195.1",0,-1932.455484,7.959288,0.840774,0.159226,-1932.455484,7.959288,0.05464821,1,0.8407636,0.1592236,-1,1,0
"refGene.NM_018197.1","refGene.NM_018197.1",0.000427,-4889.689764,10.4801,0.988164,0.0118357,-4889.689337,10.47834,0.05230144,1,0.988003,0.01199243,-1,0.488343257843905,0
"refGene.NM_018200.1","refGene.NM_018200.1",0,-2114.508532,5.769607,0.916866,0.0831344,-2114.508532,5.769607,0.006844738,1,0.9168555,0.08313347,-1,1,0
"refGene.NM_018201.1","refGene.NM_018201.1",0,-2495.29132,7.360806,0.985557,0.0144429,-2495.29132,7.360744,0.02013291,1,0.9854623,0.01444152,-1,1,0
"refGene.NM_018203.1","refGene.NM_018203.1",0,-2260.824904,7.240263,0.965254,0.0347457,-2260.824904,7.240263,0.02598202,1,0.9652428,0.03474526,-1,1,0
"refGene.NM_018207.1","refGene.NM_018207.1",0.002728,-2811.672765,11.84318,1,1.50769e-10,-2811.670036,11.84623,0.003913129,1,0.9999982,1.824314e-11,-1,0.470559005792632,0
"refGene.NM_018214.1.inc","refGene.NM_018214.1.inc",0,-2927.835829,8.084979,0.97794,0.0220598,-2927.835829,8.084979,0.0809392,1,0.977936,0.02205975,-1,1,0
"refGene.NM_018216.1","refGene.NM_018216.1",3.610396,-5641.812052,10.34627,0.974159,0.0258405,-5638.201657,10.21208,0.02364453,5.534227,0.9520296,0.02498797,-1,0.00360319524121909,0
"refGene.NM_018217.1.inc","refGene.NM_018217.1.inc",0.012323,-2965.731846,8.060596,0.972385,0.0276148,-2965.719523,8.078081,0.01501693,1,0.9746378,0.02535553,-1,0.437626189031499,0
"refGene.NM_018221.1","refGene.NM_018221.1",0,-1170.235764,5.746369,1,1e-11,-1170.235764,5.746369,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_018225.1","refGene.NM_018225.1",0,-3042.999266,8.534035,1,3.1926e-11,-3042.999266,8.534039,0.001223193,1,0.9999968,3.19259e-11,-1,1,0
"refGene.NM_018226.1","refGene.NM_018226.1",0,-3197.185563,6.129209,0.946929,0.0530713,-3197.185563,6.129209,0.01182027,1,0.9294874,0.05209377,-1,1,0
"refGene.NM_018229.1","refGene.NM_018229.1",0.022866,-3733.304623,10.5334,0.931854,0.0681456,-3733.281757,10.53885,0.1052418,4.137846,0.9315879,0.0668954,-1,0.415331854370226,0
"refGene.NM_018230.1","refGene.NM_018230.1",0.832642,-9162.972938,11.93385,0.938616,0.0613841,-9162.140297,11.91936,0.103281,109.1946,0.9373865,0.06122797,-1,0.0984456981592647,0
"refGene.NM_018231.1","refGene.NM_018231.1",0.001524,-3142.971249,7.596589,0.959299,0.0407007,-3142.969725,7.594547,0.03068006,1,0.9589886,0.04100358,-1,0.477986100960089,0
"refGene.NM_018233.1","refGene.NM_018233.1",0.691451,-4263.569827,8.278981,0.797736,0.202264,-4262.878376,8.28738,0.0688316,7.12321,0.7989159,0.1935624,-1,0.11980372452849,0
"refGene.NM_018238.1","refGene.NM_018238.1",0.211485,-3017.240499,8.67176,0.920341,0.0796589,-3017.029014,8.632903,0.04050876,2.907223,0.8774004,0.07566048,-1,0.25772939004538,0
"refGene.NM_018242.1.inc","refGene.NM_018242.1.inc",0,-3645.448789,8.672721,0.757476,0.242524,-3645.448789,8.672721,0.07163103,1,0.6120808,0.1959723,-1,1,0
"refGene.NM_018244.1","refGene.NM_018244.1",0,-1953.596995,6.083151,0.738309,0.261691,-1953.596995,6.083151,1e-05,1,0.7349532,0.2605017,-1,1,0
"refGene.NM_018245.1","refGene.NM_018245.1",0.000723,-7168.380708,8.461817,0.934126,0.0658739,-7168.379985,8.461618,0.02155648,1,0.934087,0.06589838,-1,0.484833353746178,0
"refGene.NM_018246.1","refGene.NM_018246.1",0.000246,-1222.391417,5.918412,0.973412,0.0265883,-1222.391171,5.916676,0.02615986,1,0.9730053,0.02697934,-1,0.491151757712332,0
"refGene.NM_018247.1","refGene.NM_018247.1",0,-2435.316277,6.475464,0.854417,0.145583,-2435.316277,6.475463,0.03046004,1,0.7932237,0.1351562,-1,1,0
"refGene.NM_018254.1","refGene.NM_018254.1",0.000123,-2619.127444,4.874429,1,3.43519e-11,-2619.127321,4.874434,0.03328159,1,0.999999,9.99999e-12,-1,0.493743091361434,0
"refGene.NM_018257.1","refGene.NM_018257.1",0.000961,-2623.840911,12.065,0.963324,0.0366755,-2623.839951,12.06943,0.04613244,1,0.9637475,0.03624404,-1,0.48251572388579,0
"refGene.NM_018259.1.inc","refGene.NM_018259.1.inc",0.665478,-5827.625365,8.233053,0.974639,0.0253614,-5826.959887,8.236429,0.03494627,11.5017,0.9758124,0.02260488,-1,0.124317607800197,0
"refGene.NM_018263.1.inc","refGene.NM_018263.1.inc",2.212216,-8515.668616,7.262326,0.670868,0.329132,-8513.456399,7.231325,0.1250439,70.22185,0.6765081,0.3197455,-1,0.0177139513951225,0
"refGene.NM_018266.1.inc","refGene.NM_018266.1.inc",0.000897,-2482.194598,6.632279,0.983376,0.0166239,-2482.193701,6.63362,0.05159359,1,0.9837481,0.01625095,-1,0.483107596499501,0
"refGene.NM_018285.1","refGene.NM_018285.1",0,-1168.929519,10.61105,1,1.39906e-10,-1168.929519,10.61123,0.01901124,1,0.999986,1.399043e-10,-1,1,0
"refGene.NM_018286.1","refGene.NM_018286.1",0,-1025.807449,8.603436,0.973033,0.0269669,-1025.807449,8.603436,0.1028912,1,0.8741461,0.02422629,-1,1,0
"refGene.NM_018287.1","refGene.NM_018287.1",0.504812,-5583.705806,8.167675,0.934914,0.0650855,-5583.200994,8.166159,0.04680326,11.30873,0.9342348,0.06358151,-1,0.157496466909596,0
"refGene.NM_018288.1","refGene.NM_018288.1",0,-2477.83464,6.785906,0.977701,0.0222989,-2477.83464,6.785905,0.03112176,1,0.9698575,0.02212005,-1,1,0
"refGene.NM_018290.1.inc","refGene.NM_018290.1.inc",0.000434,-3699.747155,12.11087,0.949753,0.0502471,-3699.746721,12.11065,0.0459524,1,0.9496892,0.05030523,-1,0.488248126604103,0
"refGene.NM_018295.1","refGene.NM_018295.1",0.000248,-1931.97872,7.650929,0.531488,0.468512,-1931.978471,7.666428,0.1107581,1,0.5344508,0.4655393,-1,0.49111586798107,0
"refGene.NM_018297.1.inc","refGene.NM_018297.1.inc",0.105087,-3969.239165,9.183422,0.822441,0.177559,-3969.134077,9.181843,0.06618832,4.361358,0.8190946,0.1746653,-1,0.323315529391841,0
"refGene.NM_018298.1","refGene.NM_018298.1",0.002412,-4013.007402,10.9948,0.933595,0.0664045,-4013.00499,10.98486,0.04522946,1,0.9325304,0.06746662,-1,0.472313716929688,0
"refGene.NM_018301.1","refGene.NM_018301.1",0,-2731.782334,4.867296,0.725341,0.274659,-2731.782334,4.867296,0.01004278,1,0.7253384,0.2746583,-1,1,0
"refGene.NM_018303.1","refGene.NM_018303.1",0.54824,-6739.153182,12.53757,0.981629,0.0183712,-6738.604942,12.52879,0.03894984,8.807511,0.9806721,0.01724815,-1,0.147519948488184,0
"refGene.NM_018304.1","refGene.NM_018304.1",0.006169,-3241.268206,9.068948,0.741513,0.258487,-3241.262037,9.069165,0.1892728,2.319072,0.7364751,0.2556444,-1,0.455777821949636,0
"refGene.NM_018308.1.inc","refGene.NM_018308.1.inc",0,-2457.892825,8.069397,0.833512,0.166488,-2457.892825,8.069397,0.1466964,1,0.8334969,0.1664847,-1,1,0
"refGene.NM_018310.1","refGene.NM_018310.1",0.00118,-3397.908886,9.878401,0.87668,0.12332,-3397.907706,9.889003,0.07610611,1,0.878154,0.121835,-1,0.480627071675186,0
"refGene.NM_018316.1","refGene.NM_018316.1",0.001021,-4494.956458,14.20719,1,1.02705e-10,-4494.955437,14.20152,0.03454746,1,0.9999969,3.069026e-11,-1,0.481978532626227,0
"refGene.NM_018317.1.inc","refGene.NM_018317.1.inc",0,-2439.034922,6.600587,0.978656,0.0213441,-2439.034922,6.600587,0.009705393,1,0.9490189,0.02069769,-1,1,0
"refGene.NM_018320.1","refGene.NM_018320.1",0,-1910.081834,5.680471,0.985791,0.0142088,-1910.081834,5.680471,0.00935535,1,0.9813066,0.01414413,-1,1,0
"refGene.NM_018322.1.inc","refGene.NM_018322.1.inc",0,-1301.666832,10.3061,0.7326,0.2674,-1301.666832,10.3061,0.06826661,1,0.7325974,0.2673996,-1,1,0
"refGene.NM_018325.1","refGene.NM_018325.1",0,-2996.286691,9.256914,1,4.15069e-11,-2996.286691,9.256914,0.02095376,1,0.9999958,4.150675e-11,-1,1,0
"refGene.NM_018326.1.inc","refGene.NM_018326.1.inc",1.498857,-2698.092489,12.14162,0.542685,0.457315,-2696.593632,11.91334,0.07756528,457.3235,0.5392814,0.4467379,-1,0.0416910458249665,0
"refGene.NM_018330.1.inc","refGene.NM_018330.1.inc",0,-2356.635994,9.5404,0.97496,0.0250397,-2356.635994,9.5404,0.0578103,1,0.9749485,0.0250394,-1,1,0
"refGene.NM_018340.1","refGene.NM_018340.1",3.170854,-2663.285406,10.47927,0.849044,0.150956,-2660.114553,10.06085,0.0552431,607.1705,0.8283272,0.1417226,-1,0.00589656345984458,0
"refGene.NM_018342.1","refGene.NM_018342.1",0.000188,-2712.527251,9.985778,0.90766,0.0923403,-2712.527062,9.990545,0.09607821,1,0.9083139,0.09168271,-1,0.492264706920175,0
"refGene.NM_018346.1.inc","refGene.NM_018346.1.inc",0.206168,-2641.538756,8.25353,0.8961,0.1039,-2641.332588,8.235672,0.07118158,3.254549,0.8852025,0.100018,-1,0.260393109527328,0
"refGene.NM_018347.1","refGene.NM_018347.1",0,-1582.797908,8.60134,0.919867,0.0801334,-1582.797908,8.601343,0.07375583,1,0.9198642,0.08013322,-1,1,0
"refGene.NM_018348.1.inc","refGene.NM_018348.1.inc",0,-5073.920904,13.88248,0.911834,0.0881658,-5073.920904,13.88248,0.08687639,1,0.9118273,0.08816514,-1,1,0
"refGene.NM_018354.1.inc","refGene.NM_018354.1.inc",0,-1533.905871,8.128453,0.931792,0.0682084,-1533.905871,8.128453,0.06060348,1,0.9317892,0.06820819,-1,1,0
"refGene.NM_018356.1","refGene.NM_018356.1",0,-3583.79233,9.233286,0.833442,0.166558,-3583.79233,9.233286,0.1301089,1,0.8334373,0.1665575,-1,1,0
"refGene.NM_018358.1","refGene.NM_018358.1",0,-4353.911975,7.881244,0.973846,0.026154,-4353.911975,7.881244,0.01671055,1,0.9738369,0.02615373,-1,1,0
"refGene.NM_018360.1","refGene.NM_018360.1",0.005652,-3710.207605,7.329182,0.849445,0.150555,-3710.201953,7.346577,0.03867818,1,0.8523717,0.1476236,-1,0.457664124454212,0
"refGene.NM_018364.1.inc","refGene.NM_018364.1.inc",0,-3531.092363,3.740917,0.966618,0.0333824,-3531.092363,3.740917,0.02231238,1,0.926099,0.03198307,-1,1,0
"refGene.NM_018365.1.inc","refGene.NM_018365.1.inc",1.193464,-3161.317469,10.89496,0.891072,0.108928,-3160.124005,10.8395,0.06978207,533.9351,0.8921156,0.1024,-1,0.0611769283493457,0
"refGene.NM_018366.1","refGene.NM_018366.1",1.566308,-1856.966209,16.50982,0.933076,0.0669239,-1855.399901,15.91351,0.05889201,805.2756,0.9101395,0.05784223,-1,0.0383702532669984,0
"refGene.NM_018367.1","refGene.NM_018367.1",0.014601,-1775.318409,6.10795,0.883089,0.116911,-1775.303808,6.150035,0.08011195,1,0.8924731,0.1075168,-1,0.43215673131398,0
"refGene.NM_018370.1","refGene.NM_018370.1",0.039966,-1619.173962,8.222255,0.94404,0.0559597,-1619.133996,8.207003,0.01892115,2.514674,0.9147684,0.05263868,-1,0.388694791701987,0
"refGene.NM_018373.1","refGene.NM_018373.1",0.949335,-939.607366,4.882253,0.89343,0.10657,-938.658031,4.8897,0.1761509,17.19867,0.9255068,0.06541549,-1,0.0841136319592793,0
"refGene.NM_018374.1","refGene.NM_018374.1",0.003555,-1794.785766,9.059959,0.966419,0.0335811,-1794.782211,9.072912,0.03423107,1,0.9678499,0.03214823,-1,0.466400681307416,0
"refGene.NM_018375.1","refGene.NM_018375.1",0,-2065.657383,6.123397,0.944648,0.0553523,-2065.657383,6.123397,0.05163101,1,0.8892491,0.05210619,-1,1,0
"refGene.NM_018378.1","refGene.NM_018378.1",0.246623,-3387.928877,9.467077,0.819299,0.180701,-3387.682254,9.457611,0.07961756,3.608682,0.8114544,0.1753431,-1,0.241241450127064,0
"refGene.NM_018380.1.inc","refGene.NM_018380.1.inc",0.251099,-3799.376543,9.689156,0.801173,0.198827,-3799.125444,9.658638,0.08723992,3.921154,0.7852821,0.1925203,-1,0.239267964464047,0
"refGene.NM_018383.1","refGene.NM_018383.1",0.000178,-8299.541211,7.200843,0.985591,0.0144093,-8299.541033,7.200704,0.02808288,1,0.985572,0.01441828,-1,0.4924732186995,0
"refGene.NM_018384.1.inc","refGene.NM_018384.1.inc",0.327421,-2294.19294,11.63604,0.72939,0.27061,-2293.865519,11.59009,0.1673554,3.632677,0.7119659,0.2524831,-1,0.209193419550168,0
"refGene.NM_018389.1","refGene.NM_018389.1",8.4e-05,-2637.253595,8.074476,0.899537,0.100463,-2637.253511,8.073563,0.03090947,1,0.8994393,0.1005525,-1,0.494829261835248,0
"refGene.NM_018393.1.inc","refGene.NM_018393.1.inc",0,-2799.728587,6.810356,0.863012,0.136988,-2799.728587,6.810356,0.09482367,1,0.8629982,0.1369854,-1,1,0
"refGene.NM_018394.1","refGene.NM_018394.1",1.82053,-2618.130846,11.27137,0.81973,0.18027,-2616.310316,11.17227,0.125521,14.5148,0.8168707,0.1584092,-1,0.0281855168001898,0
"refGene.NM_018397.1.inc","refGene.NM_018397.1.inc",0,-3688.952966,10.22745,0.930165,0.0698351,-3688.952966,10.22745,0.05677506,1,0.9301558,0.06983445,-1,1,0
"refGene.NM_018398.1.inc","refGene.NM_018398.1.inc",0,-5090.134866,7.50455,0.9922,0.00780042,-5090.134866,7.50455,0.007204403,1,0.9786944,0.007694244,-1,1,0
"refGene.NM_018400.1","refGene.NM_018400.1",0.026304,-1392.499076,8.930116,0.993756,0.00624378,-1392.472772,8.913336,0.0198135,1,0.9916089,0.008382412,-1,0.409292875369405,0
"refGene.NM_018404.1","refGene.NM_018404.1",0,-2678.883343,6.32202,0.821268,0.178732,-2678.883343,6.32202,0.03979913,1,0.6581537,0.1432334,-1,1,0
"refGene.NM_018413.1","refGene.NM_018413.1",1.508123,-2055.736041,7.613323,0.97833,0.0216704,-2054.227918,7.519445,0.01082905,111.0398,0.9762947,0.02013698,-1,0.0412170409766359,0
"refGene.NM_018414.1.inc","refGene.NM_018414.1.inc",5.995489,-4470.569267,11.19274,0.450941,0.549059,-4464.573778,10.29747,1e-05,24.85584,0.4165843,0.5306077,-1,0.000267293635956331,0
"refGene.NM_018417.1","refGene.NM_018417.1",2.417333,-13569.004855,9.127738,0.796531,0.203468,-13566.587522,9.044812,0.09811109,2.737242,0.7230506,0.1818507,-1,0.0139465216691321,0
"refGene.NM_018428.1.inc","refGene.NM_018428.1.inc",0,-3431.082168,10.79548,0.866227,0.133773,-3431.082168,10.79548,0.06066262,1,0.8186933,0.1264326,-1,1,0
"refGene.NM_018430.1","refGene.NM_018430.1",0.061807,-5442.328027,9.072136,0.797874,0.202126,-5442.26622,9.063475,0.07488173,2.101088,0.7772805,0.1953456,-1,0.362573697899531,0
"refGene.NM_018431.1.inc","refGene.NM_018431.1.inc",0,-1463.126373,8.777678,1,1e-11,-1463.126373,8.777678,0.01922594,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_018434.1.inc","refGene.NM_018434.1.inc",5.5e-05,-1933.431736,6.492271,1,3.10787e-11,-1933.431682,6.492486,0.02302614,1,0.9999988,1.217733e-11,-1,0.495815934772061,0
"refGene.NM_018436.1.inc","refGene.NM_018436.1.inc",0.366905,-2713.934751,12.54943,0.893986,0.106014,-2713.567846,12.51812,0.1139661,4.535122,0.8831248,0.1041141,-1,0.195825500003097,0
"refGene.NM_018438.1.inc","refGene.NM_018438.1.inc",4.173666,-2023.421011,12.2824,0.872961,0.127039,-2019.247345,11.78109,0.06503797,34.40069,0.8547027,0.1209566,-1,0.00193127044063139,0
"refGene.NM_018448.1.inc","refGene.NM_018448.1.inc",0,-5992.829531,9.64646,1,1.24905e-08,-5992.829531,9.646461,0.003261168,1,0.9987525,1.247508e-08,-1,1,0
"refGene.NM_018456.1","refGene.NM_018456.1",9e-05,-2068.637917,9.164065,0.759505,0.240495,-2068.637827,9.157962,0.06617663,1,0.7587005,0.2412897,-1,0.494647788218377,0
"refGene.NM_018460.1","refGene.NM_018460.1",0.002822,-3286.077526,6.270931,0.849017,0.150983,-3286.074704,6.282109,0.08701529,1,0.8516562,0.1483402,-1,0.470057007901342,0
"refGene.NM_018465.1","refGene.NM_018465.1",0,-1075.333717,9.172261,0.944102,0.0558976,-1075.333717,9.17226,0.09075557,1,0.780293,0.04619892,-1,1,0
"refGene.NM_018466.1","refGene.NM_018466.1",0,-1116.938521,7.190202,0.775901,0.224099,-1116.938521,7.190202,0.006829065,1,0.5931743,0.1713228,-1,1,0
"refGene.NM_018467.1","refGene.NM_018467.1",2.810797,-1943.882947,10.28371,0.942347,0.0576529,-1941.07215,10.08627,0.03922021,14.08626,0.9311511,0.05329159,-1,0.0088702534073825,0
"refGene.NM_018471.1.inc","refGene.NM_018471.1.inc",0,-1851.168073,6.975651,0.998837,0.0011627,-1851.168073,6.9758,0.03083231,1,0.9988361,0.001162694,-1,1,0
"refGene.NM_018473.1","refGene.NM_018473.1",0,-1140.233918,10.43346,0.670083,0.329917,-1140.233918,10.43346,0.04278282,1,0.6700304,0.3298915,-1,1,0
"refGene.NM_018475.1","refGene.NM_018475.1",0.097922,-2362.373928,9.566248,0.988571,0.0114292,-2362.276006,9.550337,0.06490911,1.792981,0.9128397,0.009844751,-1,0.329048286073189,0
"refGene.NM_018480.1","refGene.NM_018480.1",3.012688,-2053.231046,12.21828,0.673964,0.326036,-2050.218359,11.77178,0.2402464,11.60209,0.658207,0.2675674,-1,0.00705081366609087,0
"refGene.NM_018482.1","refGene.NM_018482.1",0,-7197.659853,7.614835,0.974948,0.0250522,-7197.659853,7.614835,0.03048516,1,0.9749299,0.02505177,-1,1,0
"refGene.NM_018485.1","refGene.NM_018485.1",0.002292,-3154.160675,9.851723,0.711998,0.288002,-3154.158383,9.83811,0.1493938,1,0.7099299,0.2900571,-1,0.473010137583681,0
"refGene.NM_018486.1","refGene.NM_018486.1",0,-2274.824429,5.823463,0.952327,0.0476725,-2274.824429,5.823463,0.01755964,1,0.9272101,0.04641514,-1,1,0
"refGene.NM_018488.1","refGene.NM_018488.1",0.071722,-3791.933601,8.38548,0.963386,0.0366141,-3791.861879,8.377156,0.02734198,1.727835,0.9364253,0.0353244,-1,0.352440467235536,0
"refGene.NM_018492.1.inc","refGene.NM_018492.1.inc",0,-1731.797413,8.296613,0.9382,0.0617997,-1731.797413,8.296613,0.05354886,1,0.8952,0.0589673,-1,1,0
"refGene.NM_018502.1","refGene.NM_018502.1",0.701935,-3864.815838,7.087676,0.827828,0.172172,-3864.113902,7.062824,0.1184156,14.55597,0.8338622,0.1581924,-1,0.118038339868585,0
"refGene.NM_018553.1","refGene.NM_018553.1",0.000935,-2300.191494,8.006131,0.934046,0.0659543,-2300.190559,8.017802,0.04537182,1,0.9358203,0.06416074,-1,0.48275371610479,0
"refGene.NM_018559.1.inc","refGene.NM_018559.1.inc",0,-1926.299814,9.470949,0.956634,0.0433655,-1926.299814,9.470637,0.07080043,1,0.9566231,0.043365,-1,1,0
"refGene.NM_018569.1","refGene.NM_018569.1",2e-05,-2057.493772,9.398381,0.942512,0.0574877,-2057.493752,9.395822,0.04067199,1,0.9422508,0.05774598,-1,0.497476884298762,0
"refGene.NM_018590.1","refGene.NM_018590.1",0,-3473.284799,6.53833,0.959015,0.040985,-3473.284799,6.53833,0.07102726,1,0.9590031,0.04098452,-1,1,0
"refGene.NM_018602.1","refGene.NM_018602.1",0.004672,-2547.258975,6.894386,0.961132,0.0388675,-2547.254303,6.907911,0.03752474,1,0.9632303,0.03676345,-1,0.461496468828698,0
"refGene.NM_018607.1","refGene.NM_018607.1",2.610239,-1494.780608,7.056627,0.748677,0.251323,-1492.17037,6.727548,0.1627443,1363.175,0.7336428,0.2585597,-1,0.0111612072009908,0
"refGene.NM_018622.1","refGene.NM_018622.1",0.001297,-2465.04121,9.167297,0.946081,0.0539189,-2465.039913,9.165497,0.05377839,1.554014,0.9394114,0.05346246,-1,0.479690121553634,0
"refGene.NM_018646.1.inc","refGene.NM_018646.1.inc",0,-4011.926357,9.287309,0.975579,0.0244213,-4011.926357,9.287309,0.02794118,1,0.9278383,0.02322625,-1,1,0
"refGene.NM_018649.1","refGene.NM_018649.1",0,-2301.151972,7.707936,0.987655,0.0123453,-2301.151972,7.707936,0.004270977,1,0.9859933,0.01232456,-1,1,0
"refGene.NM_018655.1","refGene.NM_018655.1",0,-495.026597,6.408371,0.772766,0.227234,-495.026597,6.408371,0.1307827,1,0.7239522,0.21288,-1,1,0
"refGene.NM_018657.1","refGene.NM_018657.1",0,-4042.782879,8.147584,0.923362,0.0766378,-4042.782879,8.147584,0.04159148,1,0.9233558,0.07663728,-1,1,0
"refGene.NM_018659.1.inc","refGene.NM_018659.1.inc",0.08998,-919.989118,11.75856,0.846388,0.153612,-919.899138,11.70973,0.06574958,4.325033,0.8269807,0.1411136,-1,0.335703809079131,0
"refGene.NM_018660.1.inc","refGene.NM_018660.1.inc",0,-3024.403196,9.043506,0.860715,0.139285,-3024.403196,9.043506,0.05746711,1,0.8091255,0.1309363,-1,1,0
"refGene.NM_018665.1.inc","refGene.NM_018665.1.inc",2.082651,-4190.431633,19.75113,0.901535,0.0984653,-4188.348981,19.08528,0.03277428,2.559504,0.7589097,0.08233615,-1,0.0206300284362199,0
"refGene.NM_018667.1","refGene.NM_018667.1",1.256165,-4692.178412,8.739556,0.959367,0.0406328,-4690.922246,8.693348,0.04386383,4.089507,0.9349612,0.03651238,-1,0.0564794044182448,0
"refGene.NM_018672.1.inc","refGene.NM_018672.1.inc",0,-9376.966069,9.871466,0.933584,0.0664165,-9376.966069,9.871466,0.05718511,1,0.9011961,0.06411238,-1,1,0
"refGene.NM_018683.1","refGene.NM_018683.1",0,-1493.138788,7.339087,0.83922,0.16078,-1493.138788,7.339087,1e-05,1,0.8352536,0.1600206,-1,1,0
"refGene.NM_018684.1","refGene.NM_018684.1",0,-1304.247878,7.088083,1,1e-11,-1304.247878,7.088083,1e-05,1,0.999999,9.99999e-12,-1,1,0
"refGene.NM_018686.1","refGene.NM_018686.1",0,-2842.897356,8.189668,0.955855,0.0441447,-2842.897356,8.189668,0.03035703,1,0.9558425,0.04414409,-1,1,0
"refGene.NM_018688.1","refGene.NM_018688.1",0,-1699.802008,9.222341,0.970576,0.029424,-1699.802008,9.222341,0.02074469,1,0.9705577,0.02942346,-1,1,0
